budget,id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,release_year,release_month,profit,roi,hitflop,director_Christopher_Nolan,director_Steven_Spielberg,director_James_Cameron,director_Quentin_Tarantino,director_Ridley_Scott,director_Peter_Jackson,director_David_Fincher,director_Martin_Scorsese,director_Denis_Villeneuve,director_Jon_Favreau,director_JJ_Abrams,director_Zack_Snyder,director_other,company_Walt_Disney_Pictures,company_Warner_Bros,company_Universal_Pictures,company_Columbia_Pictures,company_Paramount_Pictures,company_20th_Century_Fox,company_Marvel_Studios,company_Pixar,company_Lionsgate,company_MGM,company_DreamWorks_Animation,company_New_Line_Cinema,company_Legendary_Pictures,genre_Drama,genre_Comedy,genre_Action,genre_Thriller,genre_Romance,genre_Adventure,genre_Horror
63000000,12160,13.859307,1994-06-24,25052000,191.0,Wyatt Earp,6.5,202,1994,6,-37948000,-0.6023492063492063,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
62000000,9331,18.832471,1994-08-03,215887717,141.0,Clear and Present Danger,6.4,386,1994,8,153887717,2.482059951612903,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
65000000,300168,9.568884,2015-02-19,121545703,127.0,Dragon Blade,5.9,145,2015,2,56545703,0.8699338923076924,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
64000000,9072,12.421504,2006-08-31,101595121,98.0,Little Man,5.3,261,2006,8,37595121,0.587423765625,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62000000,3536,18.096884,2000-04-20,127666415,116.0,U-571,6.1,340,2000,4,65666415,1.0591357258064515,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
62000000,9087,11.056763,1995-11-17,107879496,106.0,The American President,6.5,195,1995,11,45879496,0.7399918709677419,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
62000000,12177,13.218008,2008-06-20,41819064,87.0,The Love Guru,4.3,242,2008,6,-20180936,-0.3254989677419355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
62000000,12138,11.262655,2001-02-23,18720175,125.0,3000 Miles to Graceland,5.8,178,2001,2,-43279825,-0.6980616935483871,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
44000000,273248,68.717016,2015-12-25,155760117,167.0,The Hateful Eight,7.6,4274,2015,12,111760117,2.5400026590909093,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63000000,50359,16.791058,2011-03-30,183953723,95.0,Hop,5.5,331,2011,3,120953723,1.9199003650793651,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65000000,1271,65.197968,2006-12-09,422610419,117.0,300,7.0,4997,2006,12,357610419,5.501698753846154,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
80000000,693,32.829538,2004-12-22,516642939,115.0,Meet the Fockers,6.1,1373,2004,12,436642939,5.4580367375,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
60000000,14306,30.951203,2008-12-25,244082376,115.0,Marley & Me,6.9,1343,2008,12,184082376,3.0680396,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60000000,497,103.698022,1999-12-10,284600000,189.0,The Green Mile,8.2,4048,1999,12,224600000,3.743333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
150000000,9982,47.973995,2005-11-04,314432665,81.0,Chicken Little,5.6,944,2005,11,164432665,1.0962177666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61000000,210577,143.041543,2014-10-01,369330363,145.0,Gone Girl,7.9,5862,2014,10,308330363,5.054596114754099,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60000000,2501,86.476817,2002-06-14,214034224,119.0,The Bourne Identity,7.3,3583,2002,6,154034224,2.567237066666667,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
58000000,710,59.824565,1995-11-16,352194034,130.0,GoldenEye,6.6,1174,1995,11,294194034,5.072310931034483,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
60000000,2275,18.345613,1999-06-18,149705852,116.0,The General's Daughter,6.1,205,1999,6,89705852,1.4950975333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60000000,37165,56.488027,1998-06-04,264118201,103.0,The Truman Show,7.8,4537,1998,6,204118201,3.4019700166666667,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
70000000,9837,29.464852,1998-12-15,218613188,99.0,The Prince of Egypt,6.8,817,1998,12,148613188,2.123045542857142,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
60000000,10708,18.106021,2003-05-03,164433867,92.0,Daddy Day Care,5.6,506,2003,5,104433867,1.74056445,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61000000,136400,42.881415,2013-08-02,131940411,109.0,2 Guns,6.6,1589,2013,8,70940411,1.1629575573770492,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
60000000,10992,18.735024,2001-07-04,93375151,87.0,Cats & Dogs,5.0,352,2001,7,33375151,0.5562525166666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60000000,9654,62.766854,2003-05-30,176070171,110.0,The Italian Job,6.6,1919,2003,5,116070171,1.93450285,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60000000,2642,24.153567,2002-12-19,93354918,101.0,Two Weeks Notice,5.9,487,2002,12,33354918,0.5559153,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
60000000,8916,41.515702,1998-10-02,171757863,83.0,Antz,6.0,1272,1998,10,111757863,1.86263105,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
70000000,19899,26.676487,2009-09-19,171844840,113.0,Couples Retreat,5.3,588,2009,9,101844840,1.4549262857142855,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
60000000,2119,16.278022,1990-06-27,157920733,107.0,Days of Thunder,5.9,353,1990,6,97920733,1.6320122166666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60000000,9641,18.831023,2005-12-21,129181830,94.0,Cheaper by the Dozen 2,5.7,526,2005,12,69181830,1.1530305,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61000000,294254,113.161483,2015-09-09,311256926,132.0,Maze Runner: The Scorch Trials,6.4,3040,2015,9,250256926,4.102572557377049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60000000,38167,28.800112,2010-08-12,204594016,133.0,Eat Pray Love,5.8,636,2010,8,144594016,2.4099002666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58000000,39514,41.430245,2010-10-13,71664962,111.0,RED,6.6,2808,2010,10,13664962,0.2356027931034482,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
55000000,9563,23.127561,1999-12-16,100230832,163.0,Any Given Sunday,6.8,422,1999,12,45230832,0.8223787636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60000000,547,12.867352,1998-05-14,186883563,170.0,The Horse Whisperer,6.7,292,1998,5,126883563,2.11472605,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
65000000,1538,44.815022,2004-08-04,217764291,120.0,Collateral,7.0,1451,2004,8,152764291,2.3502198615384615,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60000000,9334,37.537093,2002-04-16,165333180,92.0,The Scorpion King,5.3,779,2002,4,105333180,1.755553,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
60000000,11128,10.99991,2004-10-01,74541707,115.0,Ladder 49,6.2,207,2004,10,14541707,0.2423617833333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
60000000,75780,56.868399,2012-12-20,218340595,130.0,Jack Reacher,6.3,2998,2012,12,158340595,2.6390099166666667,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60000000,8914,22.991269,1999-07-28,73648228,105.0,Deep Blue Sea,5.6,604,1999,7,13648228,0.2274704666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
60000000,39538,38.820858,2011-09-08,137551594,106.0,Contagion,6.2,1325,2011,9,77551594,1.2925265666666668,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60000000,14836,51.146047,2009-02-05,124596398,100.0,Coraline,7.3,1386,2009,2,64596398,1.0766066333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000000,8645,20.501582,2008-06-11,163403799,91.0,The Happening,4.9,950,2008,6,103403799,1.72339665,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70000000,9509,45.299089,2004-04-23,130293714,146.0,Man on Fire,7.3,1553,2004,4,60293714,0.8613387714285714,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
50000000,10067,4.280619,2006-03-09,61112916,98.0,The Shaggy Dog,4.5,137,2006,3,11112916,0.22225832,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60000000,9384,28.848842,2004-03-05,170268750,101.0,Starsky & Hutch,5.6,644,2004,3,110268750,1.8378125,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60000000,9279,22.501041,1996-11-15,129832389,89.0,Jingle All the Way,5.5,575,1996,11,69832389,1.16387315,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
66000000,1487,47.479755,2004-04-02,99318987,122.0,Hellboy,6.5,2225,2004,4,33318987,0.5048331363636364,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70000000,9422,10.147321,1998-03-05,56702901,115.0,A Civil Action,6.1,109,1998,3,-13297099,-0.1899585571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60000000,77174,39.539045,2012-08-03,107139399,90.0,ParaNorman,6.7,789,2012,8,47139399,0.78565665,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60000000,4824,19.747459,1997-11-14,159330280,124.0,The Jackal,6.1,527,1997,11,99330280,1.6555046666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
60000000,9620,29.018826,2003-12-25,96269812,119.0,Paycheck,5.9,581,2003,12,36269812,0.6044968666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
60000000,10199,16.493576,2008-12-19,50877145,93.0,The Tale of Despereaux,5.8,258,2008,12,-9122855,-0.1520475833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60000000,3512,13.080725,1995-07-13,104324083,100.0,Under Siege 2: Dark Territory,5.6,210,1995,7,44324083,0.7387347166666667,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
60000000,137094,42.538258,2014-01-15,50549107,105.0,Jack Ryan: Shadow Recruit,5.9,1173,2014,1,-9450893,-0.1575148833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
60000000,274479,29.876507,2015-12-24,101134059,124.0,Joy,6.4,1581,2015,12,41134059,0.68556765,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
60000000,267860,61.849521,2016-03-02,205754447,99.0,London Has Fallen,5.8,1621,2016,3,145754447,2.429240783333334,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
70000000,8078,37.44963,1997-11-12,162000000,109.0,Alien: Resurrection,5.9,1365,1997,11,92000000,1.3142857142857145,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
61000000,7485,37.378081,2007-03-22,95696996,124.0,Shooter,6.9,1462,2007,3,34696996,0.5688032131147541,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
60000000,170687,30.656345,2014-09-10,108255770,97.0,The Boxtrolls,6.6,668,2014,9,48255770,0.8042628333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75000000,6435,15.142701,1998-10-16,46683377,104.0,Practical Magic,6.3,338,1998,10,-28316623,-0.3775549733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
60000000,137106,59.547928,2014-02-06,469160692,100.0,The Lego Movie,7.5,3070,2014,2,409160692,6.8193448666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60000000,6278,27.615108,2002-07-12,43061982,101.0,Reign of Fire,6.0,669,2002,7,-16938018,-0.2823003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
60000000,82682,29.041198,2013-01-10,105200903,113.0,Gangster Squad,6.2,1778,2013,1,45200903,0.7533483833333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
60000000,17610,25.293538,2009-06-18,62357900,97.0,Year One,4.6,524,2009,6,2357900,0.0392983333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60000000,22954,23.85119,2009-12-10,122233971,134.0,Invictus,7.0,1125,2009,12,62233971,1.03723285,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60000000,16995,21.685719,2009-04-17,87784194,127.0,State of Play,6.7,484,2009,4,27784194,0.4630699,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
78146652,16558,13.630049,2009-03-19,60000000,125.0,Duplicity,5.7,201,2009,3,-18146652,-0.2322127888473072,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
65000000,9849,6.80692,1999-02-11,36850101,94.0,My Favorite Martian,5.1,80,1999,2,-28149899,-0.4330753692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
60000000,5820,15.352807,2006-04-19,77920346,108.0,The Sentinel,5.8,225,2006,4,17920346,0.2986724333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
70000000,16866,23.661071,2009-11-19,104945765,91.0,Planet 51,5.6,556,2009,11,34945765,0.4992252142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60000000,201,21.605533,2002-12-13,67312826,117.0,Star Trek: Nemesis,6.1,479,2002,12,7312826,0.1218804333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
60000000,11775,22.620125,2003-09-02,119940815,100.0,Intolerable Cruelty,5.8,391,2003,9,59940815,0.9990135833333332,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
80000000,12201,24.657931,2010-01-29,74901339,117.0,Edge of Darkness,6.2,487,2010,1,-5098661,-0.0637332625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60000000,11015,12.621769,1997-01-10,33956608,110.0,The Relic,5.8,130,1997,1,-26043392,-0.4340565333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
60000000,9932,21.08952,2002-12-06,55003135,96.0,Analyze That,5.7,380,2002,12,-4996865,-0.0832810833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60000000,13389,18.380176,2008-09-11,73174566,101.0,Righteous Kill,5.9,375,2008,9,13174566,0.2195761,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
60000000,17332,17.299333,2009-04-24,31720158,109.0,The Soloist,6.6,234,2009,4,-28279842,-0.4713307,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80000000,4958,16.848899,2000-11-02,39459427,126.0,The Legend of Bagger Vance,6.3,251,2000,11,-40540573,-0.5067571625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60000000,786,21.547446,2000-09-15,47383689,122.0,Almost Famous,7.4,797,2000,9,-12616311,-0.21027185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60000000,11679,36.689223,2005-04-27,71073932,101.0,xXx: State of the Union,4.7,549,2005,4,11073932,0.1845655333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
60000000,38321,28.350927,2011-05-05,78309131,87.0,Priest,5.4,692,2011,5,18309131,0.3051521833333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
60000000,14411,18.815442,2003-07-02,26288320,86.0,Sinbad: Legend of the Seven Seas,6.6,372,2003,7,-33711680,-0.5618613333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
60000000,8413,29.787135,1997-08-15,26673242,96.0,Event Horizon,6.5,742,1997,8,-33326758,-0.5554459666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60000000,10052,8.927137,2002-02-22,52322400,104.0,Dragonfly,6.1,204,2002,2,-7677600,-0.12796,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50000000,9676,15.213484,2006-09-15,49111202,121.0,The Black Dahlia,5.7,287,2006,9,-888798,-0.01777596,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60000000,9664,13.155999,2006-09-22,17800000,140.0,Flyboys,6.3,271,2006,9,-42200000,-0.7033333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
72000000,2100,15.433244,2001-10-19,27642707,131.0,The Last Castle,7.0,285,2001,10,-44357293,-0.6160735138888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
90000000,10384,5.762037,2000-01-14,14828081,91.0,Supernova,4.9,109,2000,1,-75171919,-0.8352435444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
60000000,137321,22.736038,2014-02-13,30800231,118.0,Winter's Tale,6.0,487,2014,2,-29199769,-0.4866628166666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
60000000,123553,45.514031,2013-08-21,90565421,130.0,The Mortal Instruments: City of Bones,6.2,1602,2013,8,30565421,0.5094236833333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
60000000,11260,18.676291,2008-07-08,50650079,90.0,Meet Dave,5.0,371,2008,7,-9349921,-0.1558320166666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30000000,9009,14.376463,2005-06-27,25473093,105.0,Dark Water,5.3,274,2005,6,-4526907,-0.1508969,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
60000000,2309,27.018886,2008-12-11,57490374,106.0,Inkheart,6.0,592,2008,12,-2509626,-0.0418271,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
60000000,8285,14.84856,2008-12-25,39031337,103.0,The Spirit,4.7,320,2008,12,-20968663,-0.3494777166666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
60000000,210860,52.417529,2015-01-21,30418560,106.0,Mortdecai,5.4,1055,2015,1,-29581440,-0.493024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
68490000,381902,4.72629,2016-01-22,193677158,120.0,The Monkey King 2,6.0,24,2016,1,125187158,1.8278165863629727,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
80000000,13922,8.923215,2005-08-12,10166502,132.0,The Great Raid,6.8,91,2005,8,-69833498,-0.872918725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58000000,293660,514.569956,2016-02-09,783112979,108.0,Deadpool,7.4,10995,2016,2,725112979,12.501947913793105,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
58800000,190859,87.53437,2014-12-11,542307423,133.0,American Sniper,7.4,4469,2014,12,483507423,8.222915357142858,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58000000,257445,45.351617,2015-08-05,158162788,103.0,Goosebumps,6.2,995,2015,8,100162788,1.7269446206896553,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
58000000,9007,13.43573,2005-09-16,102854431,95.0,Just Like Heaven,6.5,579,2005,9,44854431,0.7733522586206897,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
83000000,889,6.248309,2000-04-28,59468275,90.0,The Flintstones in Viva Rock Vegas,4.4,134,2000,4,-23531725,-0.2835147590361446,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
63000000,1370,31.294717,1988-05-24,189015611,102.0,Rambo III,5.7,690,1988,5,126015611,2.000247793650794,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
58000000,4942,7.739276,2008-03-24,41299492,114.0,Leatherheads,5.7,130,2008,3,-16700508,-0.2879397931034482,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
58000000,24438,14.403696,2009-12-17,85280250,103.0,Did You Hear About the Morgans?,5.1,276,2009,12,27280250,0.4703491379310345,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58000000,116741,1.551497,2013-06-07,44000000,119.0,The Internship,6.1,1658,2013,6,-14000000,-0.2413793103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
